class,tweet
1,she is from florida so you have got to do the sniff test in those swamp pussies
1,slow the fuck down bitch i know where you live classy young lady
1,so he is a good football player but he still acts like a nig
1,stop being a pussy son and shove that needle into your own heart afterearth
1,stop looking us and go eat some pussy you yuppie fucks
1,takin it straight to dirt why finger the pussy when i know i can put my dick in it
1,that are not bro moves that is hoe moves
1,that girl is plain looking borderline ugly chunky hey at least she is got a nice smile a great personality
2,the devil grows inside the hearts of the selfish and wicked white brown yellow and black color is not restricted
2,the water is not yellow i am a healthy student
1,these hoes are not loyal
1,these hoes keep callin but i are not pickin up
0,these sour apple bitter bitches i am not fuckin wit them
1,they faggots orioles petty as fuck got swept up outta this bitch
1,they have some ghetto ass bands gets snuck
2,they have to that division is trash saints gon win the nfc south watch
1,this is for all the fans that waited the bitch niggas that hated old hoes we dated look mama we
1,this is for my ghetto motherfuckers missy elliott
2,this recipe calls for a leftover brownie what the hell is a leftover brownie that is just a brownie you have not eaten yet
1,those ratchet broads do not represent me but your white ass cannot talk trash about them because you on racist shit black
1,trust noneeee bitch i do not
1,twitter is twitter bitch twitter is life
2,two roads diverged in a yellow wood and i chose the one to j robert frost giant
1,you got my k bitch nigga al haymon to antonio tarver
1,uh uh what do we have your empty heart my empty bottle a yellow cab that you would like to catch cuz yo latest ex made you mad
1,used to have a girlfriend now all i got is hoes i was lookin for a good girl but she was fuckin on the low
1,virgin pussy regular pussy oomf pussy
1,whaaaaaat lmaooo that is why i love you fat bitches cuz you all got some big ole titties and phat booties
1,walked in that bitch like nigga we made it
0,we hate niggers we hate faggots and we hate spics kkk rally
0,we are out here and we are queer hut we like it in our butt
1,well bitch biology said
1,what i do got to report you as spam ladies if your head game better than your pussy
1,when i am done with a hoe i pass her to the squad g
0,who the fuck you callin jiggaboo nigga
0,why people think gay marriage is okay is beyond me sorry i do not want my future son seeing fags walking down the street holding hands an
1,why you being such a little bitch chris you are not six bitch allisons mom
1,why would i want to play with some pussy dead snl
1,why would you want to be the green ranger he is evil duh bitch
1,why would you want pussy on your side burns that is a good question hahahahaha
1,will shank a bitch for ceviche
1,work gets me through those rough days hahaha hoes
1,wow you are a bitch yes that is already been established anything else you have to say
1,you all forget he has his brand new baby girl at home bitch the cookies are burning
2,yah has said in his word that the mtzra ym egyptians are his people and ysrah al is his inheritance and the kushite ethiopians
2,yaoooooooo mawnin yardies
1,yo bitch on the horn tryna shoot a porn that is t shirt worthy tony
1,yo can i sublet your pussy shitfahdsays
1,yo feet smell like my puss whut like flowers bitch omg
1,yo mama bitch what was the one sentence that ended your relationship
0,you are not gunna do shit spear chucker
1,you are not my bitch is my favorite response to long texts
1,you and yo boys some pussy cats
1,you are a cunt
1,you can pull more pussy with a dodge and collect them panties alright stormy and jake
1,you can take someone out of the ghetto but you cannot take the ghetto out of them
1,you do not like us colored folks what the he will you are not colored you white fucks
1,you got hella hoes
2,you hit no lights no line for toco bell at in he morning and diana s back in her house it is a miracle charlie
1,you look cute today really helll no swerve hoe
2,you look like little birds help you get dressed in the morning
0,you old trout mouth ass bitch deeeeaaaadd
1,you talk like a fag and your shit s retarded but that is cool scro lot s of tards out there living total kick ass lives
1,you took our land so you could make each other retarded in diapers sure use our image cool jokes
1,you are a garden rose and that bitch is a weed
1,you are fucked up no shit you dumb ass cunt now go post pictures if your flat ass titties on ig slut
1,your a queer
1,your homeboy looking bad and you giving cash to them hoes
2,your teeth are like the stars aww thanks yeah yellow and far away from each other
1,yup fuck them playing like trash clippers do not want to play lol
1,are not it time for you hoes to get out of here lol this is what ariana s mom says to us
1,are we bitches
0,ayo i even kill handicapped and crippled bitches look at my scalp real close and you will see triple sixes
1,bitch freak my shit
1,bitch my vagina is a little more resilient than that
1,but i love him nah bitch that are not love
1,but pussy is the root of all drama an attribute put up in they head by they mama
1,call me keyshawn johnson because i am catchin erry hoe
1,captain save a hoe is the most annoying phrase
1,day of judgement everybody going to be looking at the big jumbotron watching me fuck this majjinn buu bitch
1,do not let your side bitch settle in i might have to headbutt you evelyn
1,do not show me no bitch unless she look like dolly parton
0,fuck you you pussy ass hater go suck a dick and die quick someone to me in youtube comments i think we would be good friends
2,hick and raver is a venn diagram that has a very large intersection
1,hoes suck my dick cus i look like john stockton hit them wit the choppa luke i am your fatherrr
1,if i was not in a work place id deck you aye fucking right i would give you a tyson combo nd end you with an uppercut shut the fuck up bitch
1,if she can suck your dick with a dip in she is not only a keeper but a true redneck woman kim s dad
1,i am going to rip that bitch apart rip what apart lol
1,its britney bitch the bible leviticus
1,niggas bitches bitch ass niggas dike ass hoes black ass and bright ass hoes fag tags and scally wags
1,no pussy or not tryna go to the studio do not call my mufuckin crib like that god yo word up god i will buss yo shit god word up
1,oh ya these hoes think they cute in skin tight cat suits assuming that they bodies to boomin to dispute
1,omg this bitch is fucking stupid i swear blah blah blah a week later omg ilysm bae you are my best friend i swear
0,on my way to fuck your bitch in the name of the lord mr race
0,poor whitey
1,riding with my bros still do not trust these hoes
1,this weekends going to be fabulous naa man you are seeing nae cunt if you do they will be koed in seconds flat hate you fuckgm
1,whatever you are be a good one abraham lincoln this quote is not for you all hoes
1,when guys say latinas they mean the kim kardashian looking girls not you bitches that shaped like a mini fridge smell like tortillas
2,when rappers say twat it makes me feel weird
1,you better pipe your pussy down over there wth does that even mean
1,you fucking pussy you could not even beat your dick angry youtube comment
1,you are being a cunt right now
1,that son of a bitch moment when it rains and you forget your car windows are down
1,needy hoes ratchet hoes sideline hoes beggin hoes dumb hoes looking for love on facebook hoes
1,get to hit any bitch on campus he wants to
1,fa blowin my tl up like a bitches spare tire leavin dairy queen
2,and are having so much fun at this charlie wilson tribute
1,how pussy feels
1,is that all pussy bitch
0,lot of rain too bad it was not enough to wash away the teabagger racist white trash in the state azflooding
1,gets a million retweets but cannot even get a bitch to text him back
1,had them bitches wet lmmfao
1,still calling a community organizer re well she is still as well so what
